○  2023~2025년 기관별 수상작 내역							
기관명	수상연도	수상내역	상금 (만원)	기업명 (기업이 아닐 시 작성X)	참가팀(팀명)	아이템명	아이템 내용(간단히)	활용 공공데이터(대표 2~3개)	분야 (아이디어 기획 / 제품 및 서비스 개발)
산림청	2024	산림청장상 (최우수)	100		프라이데이 (최정훈, 조선용, 전태광)	임업인 성장지원 산림UP 플랫폼	임업 초기 소득 불안정을 겪는 청년(창업) 및 영세 임업인의 성장을 지원하고 젊고 유능한 인재의 산림분야 진출을 촉진하는 정착지원 플랫폼	ㅇ산림사업법인정보, 산림통계정보, 숲에 사는 식물정보, 임업기계지원센터 설치 현황 (산림청) ㅇ임산물유통정보시스템 (산림조합중앙회) ㅇ토지소유정보, 산림입지도 (국토교통부)	아이디어 기획
산림청	2024	한국임업진흥원장상 (우수상)	50		GreenSky Keepers (김세웅, 박진솔, 김용현, 한수민, 박다정, 장세진)	UAM의 산림지역 비행 가능지도 제작	UAM(Urban Air Mobility)이 현재 산림지역에서 조난자 수색 및 부상자 구조에 활용되고 있는 헬기를 대체할 수 있을지에 대해 정량적인 가능성을 분석	ㅇ산림공간정보서비스, 등산로 정보 (산림청) ㅇ수치지형도 (국토지리정보원) ㅇ풍력기 위치정보 (한국에너지공단)	아이디어 기획
산림청	2024	한국임업진흥원장상 (우수상)	50		경영학방 아이들 (박나현, 최보목, 김한민)	NLP를 활용한 임산물 도소매 플랫폼	생성형 AI 및 자연어처리모델(NLP)를 활용한 사용자 맞춤형 임산물 정보 제공 및 임산물 소량 판매자 판로 개척	ㅇ임산물정보 (한국임업진흥원) ㅇ임농산물 실시간 지역별 품목별 단가비교정보, 임농산물 소매판매가격 추이분석 정보 (산림빅데이터거래소) ㅇ전토시장현황 (국토교통부)	아이디어 기획
산림청	2024	한국산림복지 진흥원장상 (우수상)	50		숲새들 (이민서, 김민석, 김유빈, 문희원, 양채윤)	그린포엘더	산촌생태마을과 연계한 산촌 커뮤니티 앱	ㅇ우수산촌생태마을 전국데이터, 귀산촌 관심인구 정보, 산림치유 관심인구 정보 (산림빅데이터거래소) ㅇ2022 임산물 생산 조사, 휴양림 수목원 정보, 산림교육센터 현황 (산림청)	아이디어 기획
산림청	2024	한국수목원정원관리원이사장상 (우수상)	50		유세현 (강유라, 이세은, 최현석)	산림환경 보드게임	산림, 환경, 생태계 빅데이터를 활용한 교육 및 오락용 보드 게임	ㅇ산림관광정보, 휴양림/수목원 위치도, 등산로, 피톤치드 측정정보, 다생 식물 사진 정보, 자생 식물 종목록, 전국 국립 자연휴양림별 생태계 정보 등 (산림빅데이터거래소)	아이디어 기획
산림청	2024	한국등산트레킹지원센터이사장상 (우수상)	50		마운틴고 (변경수, 이병영, 정혜윤)	마운틴고	등산 중 지정된 위치의 나무를 찾으면 포인트를 적립하고, 정상 도착 시 씨앗을 제공하여 씨앗을 통해 가상의 나무를 키우고, 획득한 포인트로 게임 아이템, 혹은 실제 지역특산물을 구매할 수 있는 게임 서비스	ㅇ등산로 전국 데이터, 농림가공식품 카탈로그 정보, 지역농림특산물 가격정보 등 (산림빅데이터거래소) ㅇ국립공원 생물자원 현황 (국립공원공단)	아이디어 기획
산업통상자원부	2024	대상	800	삼성청년 SW아카데이	박선홍	수출 기업을 위한 AI 애널리스트 : TREE (Trade Report for Export Enterprise)	본 서비스는 생성형 AI를 활용한 수출 전략 특화형 애널리스트 서비스이며AI를 활용하여 해외시장 및 바이어 정보를 수집하고 수출 관련 의사결정을 돕는 AI 애널리스트 리포트를 제공 	대한무역투자진흥공사_국가정보 대한무역투자진흥공사_상품DB 대한무역투자진흥공사_해외시장뉴스 대한무역투자진흥공사_해외시장 진출전략보고서	아이디어 기획
가스공사	2024	최우수상	500	연세대학교	홍미형	DO:HEAT (제주도 신재생에너지 잉여 전력과 감귤 시설농가를 효과적으로 연결하는 통합열관리플랫폼)	제주도 신재생에너지 출력제한 문제가 심화되는 현 상황 속 그 잉여 전력을 도내 감귤 시설농가 난방 활용에 연결하는 플랫폼으로, 공공데이터 기반 실시간 농가 현황 관리와 잉여전력 예측 및 배분, 실적 파악과 운영 전략 수립을 지원	한국전력거래소_제주지역 태양광_풍력 시간대별 발전량 한국전력거래소_시간별 제주 태양광 풍력 제어량 및 제어횟수 한국전력거래소_제주 플러스DR 실적 한국동서발전(주)_제주 기상관측 및 태양광 발전 현황 제주국제자유도시개발센터_JDC농가환경데이터 제주국제자유도시개발센터_JDC농가기본정보	아이디어 기획
남부발전	2024	우수상	300	동국대학교	박준호	NONox(질소산화물 발생 예측 시스템)	차전지 시장 확대 및 에너지 소비량 증가와 지속가능한 ESG 경영 확대에 따른 질소산화물 등 대기오염물질 관리 필요 질소산화물 배출 예측 운전 필요 즉, Nox 발생량 예측으로, 대기오염물질 배출규제 준수 및 ESG 경영 기여	한국남동발전 발전소 주변농도, 기상정보, 발전실적, 대기오염물질 배출 실적 데이터 등 9개 데이터 목록(지역, 주기별)	아이디어 기획
서부발전	2024	우수상	300	육군	김홍금	인공지능(AI) 및 위성영상 기반 초고압 송전선로 감시시스템	인공지능 AI 컴퓨터 비전기술과 산업통상자원부 공공데이터를 결합한 위성 영상 활용 지능형 초고압 송전선로 감시 시스템 운용임. 위성의 영상 사진을 인공지능으로 분석 데이터 기반의 긴급 출동 체계 확립으로 비용 절감과 안전성 확보를 목표로함. 	한전 송전 설비 현황 : 한국전력공사 송전탑 위치별 풍속 관측 정보. 송변전지리정보시스템(TGIS) - 한국전력공사  변전소정보관리시스템(SIMS) - 한국전력공사  국토교통부 국토지리정보원 항공사진 기본 메타 데이터 / 국토교통부 국토지리	아이디어 기획
한전KDN	2024	장려상	200	한국특허기술진흥원	강정헌	기술이음(맞춤형 기술 큐레이션 앱)	기술이음은 다양한 중소⬝벤처기업들이 필요로하는 나눔기술들을 적재적소로 나눔할 수 있는  촉매역할의 플랫폼 	기술은행 기술나눔 정보 API (산업기술진흥원): 책 GPT 기반 알람 및 편리한 사용자 UI 제공 용도 기술이전 사업화네트워크 CSV 데이터 (산업기술진흥원): 기술 나눔 및 이전과 연관 정보 제공 용도 기술카테고리 CSV 데이터 (산업기술진흥원): 등록된 나눔&amp;거래 기술과 관련있는 기업 선정 용도 공공기술이전 관련 정보 CSV (산업통상자원부): 차후 통계를 통해 효과성 입증 용도 키프리스 특허정보 및 시소로스 API (한국특허정보원): 기술의 유사성을 판단하기 위한 용도	아이디어 기획
산업단지공단	2025	장려상	200	건국대학교	나성곤	해외 제품 성분 중 국내 반입 금지성분 확인 서비스	핸드폰 카메라로 찍은 해외제품의 성분 및 이미지를 분석하여, 국내 반입금지 물품인지 아닌지 판단하여 사용자에게 알려주는 서비스이다.	산업통상자원부_수출입동향 정보 산업통상자원부_국가기술표준원 위해상품 검사결과 식품의약품안전처_수입식품 제품 목록 데이터(2023년) 수입식품정보마루 – 제품구분 시험항목별 부적합 품목 현황 수입식품정보마루_국내 반입차단 대상 원료 성분 목록(289종)  수입식품정보마루_해외직구 위해식품목록 	아이디어 기획
광해광업공단	2024	장려상	200	-	최진영	전기도둑 차단 솔루션 EDC (Electric Drainage Checker)	이상치를 감지하는 알고리즘을 전력 데이터에 활용하여 공용주택 주차장 통합 관리 대시보드에 적용함.  전기차뿐만 아니라 전기자전거, 전동킥보드 등 다양한 분야에서 일어나고 있는 도전 행위를 막아 도전을  통해 낭비되는 전력을 지키고 공용전력을 본래 목적에 사용하도록 함.	한국전력공사_이동형충전기 검침내역 	한국전력공사_지역별 전기차 현황정보 	한국전력공사_지역별 전기차 충전소 현황정보 	한국환경공단_환경부 전기차 충전소 충전량	아이디어 기획
산업통상자원부	2024	대상	1500	백석대학교	이면재	지자체별 공장입지의 빠른 확인 및 공장 관련 정보 서비스	각 지자체별 공장입지 현황을 10분 내 확인할 수 있음. 공장 투자를 위한 조사 방식 개선 및 조사 기간 대폭 단축 공장 입지 검토 등 제조업 관련 정보 무료 제공 	산업통상자원부_등록공장 현황      산업통상자원부_지식산업센터 현황      산업통상자원부_국가산업단지 등 관리기본계획 고시      한국전력공사_지역별용도별 전력사용량 현황       한국산업단지공단_산업단지현황도  국토교통부_토지 규제(용도지역 등) 데이터      환경부_환경 규제(상수원보호구역 등) 데이터      행정안전부_공공기관 웹,모바일웹 사이트 정보      전국버스운송사업조합연합회_버스요금      전국택시운송사업조합연합회_지역별 택시 요금 안내      코레일_철도노선도           통계청_전국사업체조사	제품 및 서비스 개발
한국전력	2024	최우수상	1000	리얼라이저블㈜	심재균	제조 공장의 전기 요금 절감을 위한 사용패턴 학습 및 가동 시간 추천 서비스	한전 API 연동 후 공장의 전력 사용 패턴을 뉴럴 네트워크 알고리즘으로   패턴 학습하여 예상 전기 요금을 산출하고 Off-peak, Time-shift를 위한 추천 가동 시간표를 제공하는 서비스 	한국 전력 - 전력데이터 서비스	제품 및 서비스 개발
한수원	2024	우수상	800	숭실대학교	김유빈	UNTBT(무역기술장벽 모니터링 및 무역 문서 자동화 시스템)	AI와 자연어 처리 기술을 활용하여 무역기술장벽(TBT)에 대응하는 솔루션을 제공하며, 과거의 TBT 사례를 분석하여 현재의 통관 가능성을 예측하고, 최신 규제 정보를 지속적으로 모니터링하여 통관 실패를 방지하며, 문서 자동화 처 리 기능을 통해 기업들이 보다 안정적으로 국제무역을 수행할 수 있도록 지 원하는 서비스	농림수산식품교육문화정보원_SPS지원서비스_통보문 산업통상자원부_거래물품정보서비스 국가기술표준원_KNOWTBT	제품 및 서비스 개발
중부발전	2024	우수상	800	부경대학교	설동헌	데이터 도깨비 (생성형AI 기반 공공데이터 분석 및 시각화 웹브라우저 확장 프로그램)	생성형AI기반 누구나 쉽게 공공데이터를 분석하고 활용할 수 있도록 도와주는  웹 브라우저 확장 프로그램	신재생에너지 생산량  수출입 동향 정보 국내 리콜 정보 자동차 산업 현황 반도체·디스플레이 산업 동향 방산업체 현황 외국인 직접투자 동향 전국 주유소 등록 현황  전시사업 정보 유통업체 매출 증가율 추이 철강 원자재 가격 동향	제품 및 서비스 개발
KEIT	2024	장려상	300	부산대학교	노지윤	수입지킴이 : 안전한 수입을 도와주는 앱	급속하게 성장하는 해외 직구 수에 비해 발생하는 문제를 고객센터만으로는 해결할 수 없다. 이러한 문제를 해결하기 위한 사전 직구 사기 예방 앱, 수입지킴이를 통해 미리 발생할 문제를 예방하자!	전략물자관리원_전략물자 품목키워드 및 개정정보 전략물자 HSK 분야별 품목관리_2019  전략물자 품목키워드_2019 산업통상자원부_수입규제현황 알리익스프레스 기업 정보 및 리뷰 데이터 찾기쉬운생활법령정보_수입신고_관련법령  국가법령정보센터_관세법  소비자24_해외직구 전 점검사항	제품 및 서비스 개발
KIAT	2025	장려상	300	㈜일루넥스	이양수	기술 관련 통합 DB기반 맞춤형 기술정보를 추천할 수 있는 AI 분석시스템	기업, 산업, 뉴스와 공공데이터를 통합 제공하고, 빅데이터 분석 및 인공지능을 활용하여열악한 기술경영 환경에 높여 있는 중소 제조 기업에게 최신 기술 트렌드 예측 및 맞춤형 공공데이터를 추천	한국산업기술진흥원 : KIAT 통합사업관리_NTIS 논문 한국산업기술기획평가원 : 산업기술 연구개발 성과조사정보 한국에너지기술평가원 : 에너지기술개발통계_논문특허성과 <특허> 한국기술진흥원 : KIAT통합사업관리_NTIS 지식재산권 한국산업기술기획평가원 : 산업기술 연구개발 성과조사정보 한국에너지기술평가원 : 에너지기술개발통계_논문특허성과	제품 및 서비스 개발
